"id","concession","area","sitecode","stopname","roadname","towards","coordinates"
992,"DTIDC-319","South","DDS-108-P","Lado Sarai Terminal","Mehrauli Badarpur Road","Inside Terminal","28.523723, 77.191416"
993,"DTIDC-319","South","DDS-109-P","Lado Sarai Terminal","Mehrauli Badarpur Road","Inside Terminal","28.523851, 77.191072"
994,"DTIDC-319","South","DDS-110-P","Lado Sarai Terminal","Mehrauli Badarpur Road","Inside Terminal","28.523752, 77.190866"
995,"DTIDC-319","South","DDS-111-P","Begam Pur","Basant Kaur Marg","Begam Pur","28.537188, 77.210015"
996,"DTIDC-319","South","DDS-112-P","Begam Pur","Basant Kaur Marg","Geetanjali","28.536929, 77.210119"
997,"DTIDC-319","South","DDS-113-P","Malviya Nagar","Basant Kaur Marg","Malviya Nagar (T)","28.535267, 77.208457"
998,"DTIDC-319","South","DDS-114-P","Malviya Nagar","Basant Kaur Marg","Malviya Nagar Xing","28.535692, 77.208446"
999,"DTIDC-319","South","DDS-115-P","Bhavishaya Nidhi Enclave","Basant Kaur Marg","Malviya Nagar Xing","28.542179, 77.209607"
1000,"DTIDC-319","South","DDS-116-P","Maharishi Daya Nand Marg (Malviya Nagar)","Maharishi Daya Nand Marg","Malviya Nagar Xing","28.540586, 77.212785"
1001,"DTIDC-319","South","DDS-117-P","Malviya Nagar","Maharishi Daya Nand Marg","Geetanjali","28.538452, 77.213811"
1002,"DTIDC-319","South","DDS-118-P","Malviya Nagar Market","Maharishi Daya Nand Marg","Malviya Nagar Xing","28.536388, 77.211440"
1003,"DTIDC-319","South","DDS-119-P","Malviya Nagar Terminal","Basant Kaur Marg","Malviya Nagar Xing","28.531274, 77.207574"
1004,"DTIDC-319","South","DDS-120-P","Malviya Nagar Terminal","Basant Kaur Marg","Malviya Nagar Xing","28.530779, 77.207617"
1005,"DTIDC-319","South","DDS-121-P","Malviya Nagar X-ing","Maharishi Daya Nand Marg","Malviya Nagar (T)","28.538897, 77.213674"
1006,"DTIDC-319","South","DDS-122-P","Mehrauli Terminal","Kalka Das Marg","Inside","28.522575, 77.181725"
1007,"DTIDC-319","South","DDS-123-P","Mehrauli Terminal","Kalka Das Marg","Inside","28.523433, 77.182477"
1008,"DTIDC-319","South","DDS-124-P","Mehrauli Terminal","Kalka Das Marg","Inside","28.523498, 77.182949"
1009,"DTIDC-319","South","DDS-125-P","Mehrauli Terminal","Kalka Das Marg","Inside","28.522867, 77.182380"
1010,"DTIDC-319","West","DDW-126-P","Kirbi Place","Jail Road","Dhaula Kuan","28.604640, 77.128848"
1011,"DTIDC-319","West","DDW-127-P","Kirbi Place","Jail Road","Tilak Nagar","28.604333, 77.128939"
1012,"DTIDC-319","West","DDW-128-P","Supply Depot","Jail Road","Dhaula Kuan","28.606867, 77.123113"
1013,"DTIDC-319","West","DDW-129-P","Supply Depot","Jail Road","Tilak Nagar","28.606493, 77.123242"
1014,"DTIDC-319","West","DDW-130-P","Fateh Nagar","Jail Road","Tilak Nagar","28.631161, 77.098579"
1015,"DTIDC-319","West","DDW-131-P","HND-I","Jail Road","Tilak Nagar","28.623547, 77.101864"
1016,"DTIDC-319","West","DDW-132-P","HND-I","Jail Road","Tilak Nagar","28.625270, 77.101102"
1017,"DTIDC-319","West","DDW-133-P","HND-I","Janak Puri Road","Mata Chanan Devi Hospital","28.625402, 77.101472"
1018,"DTIDC-319","West","DDW-134-P","Tihar Jail","Jail Road","Tilak Nagar","28.618986, 77.104451"
1019,"DTIDC-319","West","DDW-135-P","Tihar Jail","Jail Road","Tilak Nagar","28.619655, 77.104022"
1020,"DTIDC-319","West","DDW-136-P","Tilak Nagar","Jail Road","Dhaula Kuan","28.635431, 77.097058"
1021,"DTIDC-319","West","DDW-137-P","A-3, janakpuri","Ram Mandir Marg","Janakpuri(Telecom Co)","28.624131, 77.079316"
1022,"DTIDC-319","West","DDW-138-P","Poshangi Pur Village","Near Arya Samaj Road","District Centre","28.626966, 77.085416"
1023,"DTIDC-319","West","DDW-139-P","Poshangi Pur Village","Near Arya Samaj Road","C2B Janakpuri","28.625949, 77.085802"
1024,"DTIDC-319","West","DDW-140-P","DESU Colony","Pankha Road","Pankha Road","28.611339, 77.098967"
1025,"DTIDC-319","West","DDW-141-P","DESU Colony","Pankha Road","Janakpuri","28.610774, 77.098715"
1026,"DTIDC-319","West","DDW-142-P","C-5A, Janakpuri","Vidya Marg","Pankha Road","28.618599, 77.078727"
1027,"DTIDC-319","West","DDW-143-P","C-5A, Janakpuri","Vidya Marg","Janakpuri","28.618468, 77.078362"
1028,"DTIDC-319","West","DDW-144-P","C2B, Janakpuri","Janak Puri Road","Mata Chanan Devi Hospital","28.622036, 77.086988"
1029,"DTIDC-319","West","DDW-145-P","Bharti College","Janak Puri Road","HND-2","28.620606, 77.094402"
1030,"DTIDC-319","West","DDW-146-P","Virender Nagar","Janak Puri Road","Mata Chanan Devi Hospital","28.623493, 77.096709"
1031,"DTIDC-319","West","DDW-147-P","C-4E, Janakpuri","Near Jain Mandir Marg","Dabri Chowk","28.616335, 77.088065"
1032,"DTIDC-319","West","DDW-148-P","C-4E, Janakpuri","Near Jain Mandir Marg","C2B Janakpuri","28.616222, 77.087761"
1033,"DTIDC-319","West","DDW-149-P","A-2, Janakpuri (Telecom Colony)","Pankha Road","Pankha Road","28.619669, 77.074223"
1034,"DTIDC-319","West","DDW-150-P","Tilak Nagar xing","Najafgarh Road","Tilak Nagar","28.635489, 77.092758"
1035,"DTIDC-319","West","DDW-151-P","Tilak Nagar xing","Najafgarh Road","Uttam Nagar","28.635385, 77.093066"
1036,"DTIDC-319","West","DDW-152-P","A-1, Janakpuri","Pankha Road","Uttam Nagar","28.624503, 77.067603"
1037,"DTIDC-319","West","DDW-153-P","A-1, Janakpuri","Pankha Road","Uttam Nagar","28.624079, 77.067829"
1038,"DTIDC-319","West","DDW-154-P","A-1, Janakpuri","Pankha Road","Lajwanti Garden","28.624658, 77.067831"
1039,"DTIDC-319","West","DDW-155-P","A-1, Janakpuri","Pankha Road","Lajwanti Garden","28.624220, 77.068054"
1040,"DTIDC-319","West","DDW-156-P","C-1,Janakpuri","Pankha Road","Lajwanti Garden","28.618127, 77.077116"
1041,"DTIDC-319","West","DDW-157-P","C-1,Janakpuri","Pankha Road","Lajwanti Garden","28.617941, 77.077502"
1042,"DTIDC-319","West","DDW-158-P","C-1,Janakpuri","Pankha Road","Uttam Nagar","28.617696, 77.077470"
1043,"DTIDC-319","West","DDW-159-P","C-1,Janakpuri","Pankha Road","Uttam Nagar","28.617922, 77.076990"
1044,"DTIDC-319","West","DDW-160-P","C-2, Janakpuri","Pankha Road","Lajwanti Garden","28.616276, 77.081107"
1045,"DTIDC-319","West","DDW-161-P","C-2, Janakpuri","Pankha Road","Uttam Nagar","28.615588, 77.081890"
1046,"DTIDC-319","West","DDW-162-P","Dabri xing","Pankha Road","Lajwanti Garden","28.613540, 77.087446"
1047,"DTIDC-319","West","DDW-163-P","Dabri xing","Pankha Road","Uttam Nagar","28.613660, 77.085659"
1048,"DTIDC-319","West","DDW-164-P","DESU Colony","Pankha Road","Lajwanti Garden","28.610105, 77.095137"
1049,"DTIDC-319","West","DDW-165-P","DESU Colony","Pankha Road","Uttam Nagar","28.609759, 77.095253"
1050,"DTIDC-319","West","DDW-166-P","Janak Cinema","Pankha Road","Lajwanti Garden","28.611000, 77.093099"
1051,"DTIDC-319","West","DDW-167-P","Janakpuri D Block","Pankha Road","Uttam Nagar","28.607595, 77.104407"
1052,"DTIDC-319","West","DDW-168-P","Janakpuri D Block","Pankha Road","Uttam Nagar","28.607915, 77.103559"
1053,"DTIDC-319","West","DDW-169-P","Jeevan Park","Pankha Road","Uttam Nagar","28.619334, 77.073965"
1054,"DTIDC-319","West","DDW-170-P","Lajwanti Garden","Sewa Marg","Lajwanti Garden","28.613941, 77.106473"
1055,"DTIDC-319","West","DDW-171-P","Lajwanti Garden","Sewa Marg","Uttam Nagar","28.614129, 77.106293"
1056,"DTIDC-319","West","DDW-172-P","Sagar Pur","Pankha Road","Uttam Nagar","28.609177, 77.100099"
1057,"DTIDC-319","West","DDW-173-P","Tilak Pul","Pankha Road","Lajwanti Garden","28.621651, 77.069942"
1058,"DTIDC-319","West","DDW-174-P","Tilak Pul","Pankha Road","Uttam Nagar","28.621189, 77.070011"
1059,"DTIDC-319","West","DDW-175-P","Vashist Park","Pankha Road","Lajwanti Garden","28.609418, 77.100368"
1060,"DTIDC-319","West","DDW-176-P","Govt.Press","Satguru Ram Singh Marg","Mayapuri","28.634448, 77.127861"
1061,"DTIDC-319","West","DDW-177-P","Govt.Press","Satguru Ram Singh Marg","Lajwanti Garden","28.634193, 77.127214"
1062,"DTIDC-319","West","DDW-178-P","Mayapuri xing","Satguru Ram Singh Marg","Mayapuri","28.636799, 77.128952"
1063,"DTIDC-319","West","DDW-179-P","Mayapuri xing","Satguru Ram Singh Marg","Lajwanti Garden","28.636756, 77.128278"
1064,"DTIDC-319","West","DDW-180-P","Metal Forzing","Satguru Ram Singh Marg","Mayapuri","28.630551, 77.124518"
1065,"DTIDC-319","West","DDW-181-P","Bentex","CH Girdhari Lal Marg","Naraina Vihar","28.644986, 77.148164"
1066,"DTIDC-319","West","DDW-182-P","Indira Market","CH Girdhari Lal Marg","Naraina Vihar","28.626831, 77.135712"
1067,"DTIDC-319","West","DDW-183-P","Loha Mandi","CH Girdhari Lal Marg","Naraina Vihar","28.639637, 77.143931"
1068,"DTIDC-319","West","DDW-184-P","Loha Mandi","CH Girdhari Lal Marg","Shadipur Depot","28.641277, 77.145100"
1069,"DTIDC-319","West","DDW-185-P","Naraina Depot","CH Girdhari Lal Marg","Naraina Vihar","28.648649, 77.151374"
1070,"DTIDC-319","West","DDW-186-P","Naraina Depot","CH Girdhari Lal Marg","Shadipur Depot","28.648875, 77.150977"
1071,"DTIDC-319","West","DDW-187-P","Pandav Nagar","CH Girdhari Lal Marg","Naraina Vihar","28.649982, 77.153452"
1072,"DTIDC-319","West","DDW-188-P","Pandav Nagar","CH Girdhari Lal Marg","Shadipur Depot","28.650290, 77.153782"
1073,"DTIDC-319","West","DDW-189-P","Payal Cinema","CH Girdhari Lal Marg","Naraina Vihar","28.630860, 77.138265"
1074,"DTIDC-319","West","DDW-190-P","Payal Cinema","CH Girdhari Lal Marg","Shadipur Depot","28.631472, 77.138413"
1075,"DTIDC-319","West","DDW-191-P","Shadi Pur Colony","CH Girdhari Lal Marg","Naraina Vihar","28.651656, 77.156423"
1076,"DTIDC-319","West","DDW-192-P","Shadi Pur Colony","CH Girdhari Lal Marg","Shadipur Depot","28.651590, 77.155949"
1077,"DTIDC-319","West","DDW-193-P","Meenakshi Garden","Najafgarh Road","Raja Garden","28.640116, 77.103873"
1078,"DTIDC-319","West","DDW-194-P","Meenakshi Garden","Najafgarh Road","Tilak Nagar","28.640063, 77.104302"
1079,"DTIDC-319","West","DDW-195-P","Rajouri Garden","Najafgarh Road","Tilak Nagar","28.647132, 77.118331"
1080,"DTIDC-319","West","DDW-196-P","Rajouri Garden","Najafgarh Road","Tilak Nagar","28.647944, 77.120229"
1081,"DTIDC-319","West","DDW-197-P","Sant Pura","Najafgarh Road","Tilak Nagar","28.638659, 77.100732"
1082,"DTIDC-319","West","DDW-198-P","Subhash Nagar","Najafgarh Road","Tilak Nagar","28.641974, 77.108895"
1083,"DTIDC-319","West","DDW-199-P","Subhash Nagar","Najafgarh Road","Tilak Nagar","28.642063, 77.109081"
1084,"DTIDC-319","West","DDW-200-P","Subhash Nagar","Najafgarh Road","Raja Garden","28.642196, 77.108832"
1085,"DTIDC-319","West","DDW-201-P","Tilak Nagar","Najafgarh Road","Raja Garden","28.637779, 77.098162"
1086,"DTIDC-319","West","DDW-202-P","Tilak Nagar","Najafgarh Road","Raja Garden","28.637253, 77.097044"
1087,"DTIDC-319","West","DDW-203-P","Titar Pur (metroStation)","Najafgarh Road","Raja Garden","28.644156, 77.113331"
1088,"DTIDC-319","West","DDW-204-P","Titar Pur (MetroStation)","Najafgarh Road","Tilak Nagar","28.644037, 77.113524"
1089,"DTIDC-319","West","DDW-205-P","East Patel Nagar","Dr Krishana Marg","Pusa Road","28.642558, 77.173569"
1090,"DTIDC-319","West","DDW-206-P","East Patel Nagar","Dr Krishana Marg","Loha Mandi","28.642334, 77.173438"
1091,"DTIDC-319","West","DDW-207-P","Indira Puri","Dev Prakash Shastri Marg","Pusa Road","28.631832, 77.149131"
1092,"DTIDC-319","West","DDW-208-P","Indira Puri","Dev Prakash Shastri Marg","Loha Mandi","28.630577, 77.149743"
1093,"DTIDC-319","West","DDW-209-P","Indira Puri A Block","Dev Prakash Shastri Marg","Pusa Road","28.628827, 77.151199"
1094,"DTIDC-319","West","DDW-210-P","Indira Puri A Block","Dev Prakash Shastri Marg","Loha Mandi","28.628700, 77.151185"
1095,"DTIDC-319","West","DDW-211-P","Janak Vihar","Dev Prakash Shastri Marg","Pusa Road","28.631334, 77.171034"
1096,"DTIDC-319","West","DDW-212-P","Janak Vihar","Dev Prakash Shastri Marg","Loha Mandi","28.631267, 77.171117"
1097,"DTIDC-319","West","DDW-213-P","Krishi kunj","Dev Prakash Shastri Marg","Pusa Road","28.637009, 77.146777"
1098,"DTIDC-319","West","DDW-214-P","Krishi Kunj","Dev Prakash Shastri Marg","Loha Mandi","28.637169, 77.146604"
1099,"DTIDC-319","West","DDW-215-P","Monitoring &receiving Sta on(AIR)","Dev Prakash Shastri Marg","Pusa Road","28.626382, 77.153513"
1100,"DTIDC-319","West","DDW-216-P","Monitoring &receiving Sta on(AIR)","Dev Prakash Shastri Marg","Loha Mandi","28.626477, 77.153288"
1101,"DTIDC-319","West","DDW-217-P","NASC Das Ghara","Dev Prakash Shastri Marg","Pusa Road","28.625792, 77.162340"
1102,"DTIDC-319","West","DDW-218-P","NASC Das Ghara","Dev Prakash Shastri Marg","Loha Mandi","28.625165, 77.161942"
1103,"DTIDC-319","West","DDW-219-P","NPL Colony","Dr Krishana Marg","Pusa Road","28.637936, 77.174531"
1104,"DTIDC-319","West","DDW-220-P","NPL Colony","Dr Krishana Marg","Loha Mandi","28.637915, 77.174702"
1105,"DTIDC-319","West","DDW-221-P","Pusa quarter","Dev Prakash Shastri Marg","Pusa Road","28.630006, 77.166779"
1106,"DTIDC-319","West","DDW-222-P","Pusa quarter","Dev Prakash Shastri Marg","Loha Mandi","28.629933, 77.166982"
1107,"DTIDC-319","West","DDW-223-P","Rajindra Nagar. RBlock","Dr Krishana Marg","Pusa Road","28.634415, 77.174053"
1108,"DTIDC-319","West","DDW-224-P","Rajindra Nagar. RBlock","Dr Krishana Marg","Loha Mandi","28.633202, 77.173377"
1109,"DTIDC-319","West","DDW-225-P","Todapur Village","Dev Prakash Shastri Marg","Pusa Road","28.623276, 77.160051"
1110,"DTIDC-319","West","DDW-226-P","Todapur Village","Dev Prakash Shastri Marg","Pusa Road","28.623115, 77.159751"
1111,"DTIDC-319","West","DDW-227-P","Todapur Village","Dev Prakash Shastri Marg","Loha Mandi","28.622842, 77.159406"
1112,"DTIDC-319","West","DDW-228-P","Paschim Vihar, A-2B (Ekta Aptt)","Dr.Major Asawani Kanwa Marg","Outer Ring Road","28.668693, 77.098541"
1113,"DTIDC-319","West","DDW-229-P","Paschim Vihar, A-2B (Ekta Aptt)","Dr.Major Asawani Kanwa Marg","Jwalaheri Mkt","28.668980, 77.099077"
1114,"DTIDC-319","West","DDW-230-P","Paschim Vihar, opp A-3 Block","Dr.Major Asawani Kanwa Marg","Punjabi Bagh","28.668822, 77.103392"
1115,"DTIDC-319","West","DDW-232-P","Paschim Vihar A-3 block Mother dairy","Dr.Major Asawani Kanwa Marg","Punjabi Bagh","28.668935, 77.102641"
1116,"DTIDC-319","West","DDW-233-P","Paschim Vihar, Pocket bg-1","Dr.Major Asawani Kanwa Marg","Jwalaheri Mkt","28.670790, 77.109818"
1117,"DTIDC-319","West","DDW-234-P","Paschim Vihar on road no 29 opp Mall Under Const.","Road Number 29","Punjabi Bagh","28.669791, 77.112703"
1118,"DTIDC-319","West","DDW-235-P","Paschim Vihar on road no 29 opp Mall Under Const.","Road Number 29","NH-11","28.670387, 77.112489"
1119,"DTIDC-319","West","DDW-236-P","Dabri More","Shaheed Balwan Singh Solanki Marg","Palam","28.612236, 77.086311"
1120,"DTIDC-319","West","DDW-237-P","B-2A,Janak Puri","Najafgarh Road","Tilak Nagar","28.632271, 77.083748"
1121,"DTIDC-319","West","DDW-238-P","Baby shop","Satguru Ram Singh Marg","Mayapuri","28.623984, 77.118882"
1122,"DTIDC-319","West","DDW-239-P","Gulab House","Satguru Ram Singh Marg","Mayapuri","28.622499, 77.117613"
1123,"DTIDC-319","West","DDW-240-P","Gulab House","Satguru Ram Singh Marg","Lajwanti Garden","28.622600, 77.117388"
1124,"DTIDC-319","West","DDW-241-P","Junk Market","Satguru Ram Singh Marg","Lajwanti Garden","28.618182, 77.111999"
1125,"DTIDC-319","West","DDW-242-P","Hari Nagar (Mohan mandir) Mayapuri","Satguru Ram Singh Marg","Mayapuri Xing","28.629090, 77.122899"
1126,"DTIDC-319","West","DDW-243-P","Maya Enclave BSES Office","Satguru Ram Singh Marg","Mayapuri Junk Mkt","28.620737, 77.110898"
1127,"DTIDC-319","West","DDW-244-P","Khayala More on Subhash Nagar","Najafgarh Road","Subhash Nagar Chowk","28.642116, 77.109412"
1128,"DTIDC-319","West","DDW-245-P","P.S.Mayapuri","Satguru Ram Singh Marg","Mayapuri","28.625226, 77.119968"
1129,"DTIDC-319","West","DDW-246-P","P.S.Mayapuri","Satguru Ram Singh Marg","Lajwanti Garden","28.625136, 77.119507"
1130,"DTIDC-319","West","DDW-247-P","Kapashera X-ing","Old Delhi Gurgaon Road","Rajokari","28.531349, 77.088116"
1131,"DTIDC-319","West","DDW-248-P","Kapashera X-ing","Old Delhi Gurgaon Road","Gurgaon","28.531312, 77.088476"
1132,"DTIDC-319","West","DDW-249-P","Kapashera X-ing","Old Delhi Gurgaon Road","Gurgaon","28.530421, 77.087826"
1133,"DTIDC-319","West","DDW-250-P","Kapashera Village (opp Mandir)","Old Delhi Gurgaon Road","Najafgarh","28.525441, 77.084631"
1134,"DTIDC-319","West","DDW-251-P","Kapashera Village (Near Oberoi Farms)","Old Delhi Gurgaon Road","Rajokari","28.523554, 77.083407"
1135,"DTIDC-319","West","DDW-252-P","Kapashera Village (Near Oberoi Farms)","Old Delhi Gurgaon Road","Airport","28.524139, 77.083224"
1136,"DTIDC-319","West","DDW-253-P","Samalka Xing","Old Delhi Gurgaon Road","Airport","28.538072, 77.093093"
1137,"DTIDC-319","West","DDW-254-P","Samalka Xing","Old Delhi Gurgaon Road","Dwarka","28.538025, 77.091258"
1138,"DTIDC-319","West","DDW-255-P","Dwarka Road (H9)","Old Delhi Gurgaon Road","Airport","28.544725, 77.064043"
1139,"DTIDC-319","West","DDW-256-P","Dwarka Road (H9)","Old Delhi Gurgaon Road","Dwarka","28.544094, 77.064966"
1140,"DTIDC-319","West","DDW-257-P","Shahbad Mohd.Pur More","Old Delhi Gurgaon Road","Dwarka","28.547264, 77.057341"
1141,"DTIDC-319","West","DDW-258-P","Shahbad Mohd.Pur More","Old Delhi Gurgaon Road","Airport","28.547726, 77.057405"
1142,"DTIDC-319","West","DDW-259-P","Bamdoli Dhulsaras","Old Delhi Gurgaon Road","Najafgarh","28.554223, 77.050867"
1143,"DTIDC-319","West","DDW-260-P","Bamdoli Dhulsaras","Old Delhi Gurgaon Road","Airport","28.554525, 77.05120"
1144,"DTIDC-319","West","DDW-261-P","Dada Dev Mandir","Near Dwarka Sec 22 Road","Dwarka Sec 22","28.558809, 77.043190"
1145,"DTIDC-319","West","DDW-262-P","Dada Dev Mandir","Near Dwarka Sec 22 Road","Palam","28.559422, 77.043061"
1148,"DTIDC-319","North","DDN-268-P","P.S Timarpur","Chaudhary Fateh Singh Marg","Wazirabad Xing","28.706964, 77.223921"
1149,"DTIDC-319","North","DDN-269-P","P.S Timarpur","Chaudhary Fateh Singh Marg","Mall Road","28.706825, 77.224090"
1150,"DTIDC-319","North","DDN-270-P","Balak Ram Hospital","Chaudhary Fateh Singh Marg","Wazirabad Xing","28.705313, 77.223144"
1151,"DTIDC-319","North","DDN-271-P","Balak Ram Hospital","Chaudhary Fateh Singh Marg","Mall Road","28.705030, 77.223203"
1152,"DTIDC-319","North","DDN-272-P","Banarsi Dass Estate Timarpur","Chaudhary Fateh Singh Marg","Wazirabad Xing","28.696310, 77.220383"
1153,"DTIDC-319","North","DDN-273-P","Banarsi Dass Estate Timarpur","Chaudhary Fateh Singh Marg","Mall Road","28.696289, 77.220208"
1154,"DTIDC-319","North","DDN-274-P","Mall Road","Chaudhary Fateh Singh Marg","Wazirabad Xing","28.693880, 77.219191"
1155,"DTIDC-319","North","DDN-275-P","Mall Road","Chaudhary Fateh Singh Marg","Mall Road","28.694020, 77.219849"
1156,"DTIDC-319","North","DDN-276-P","DDA Flat Lucknow Road","Lucknow Road","Mall Road","28.700719, 77.218675"
1157,"DTIDC-319","North","DDN-277-P","Hakikat Nagar","Banda Bahadur Marg","Ring Road","28.699064, 77.208078"
1158,"DTIDC-319","North","DDN-278-P","Sewa Kutir","Banda Bahadur Marg","Ring Road","28.702165, 77.209639"
1159,"DTIDC-319","North","DDN-279-P","Sewa Kutir","Banda Bahadur Marg","Batra Cinema","28.702459, 77.209651"
1160,"DTIDC-319","North","DDN-280-P","BBM Depot-II","Banda Bahadur Marg","Ring Road","28.703672, 77.210834"
1161,"DTIDC-319","North","DDN-281-P","BBM Depot-II","Banda Bahadur Marg","Batra Cinema","28.704248, 77.211129"
1162,"DTIDC-319","North","DDN-282-P","Batra Cinema","Banda Bahadur Marg","Ring Road","28.711658, 77.215031"
1163,"DTIDC-319","North","DDN-283-P","Mukherji Nagar Tank","Ramlal Kapoor Marg","Dhaka Village","28.710235, 77.211297"
1164,"DTIDC-319","North","DDN-284-P","Bhai Parmanand Colony","Ramlal Kapoor Marg","Dhaka Village","28.710183, 77.206773"
1165,"DTIDC-319","North","DDN-285-P","Dhaka Village","Om Mandir Marg","Nehru Vihar Bus (T)","28.707098, 77.204564"
1166,"DTIDC-319","North","DDN-286-P","Mukherji Nagar West","Ramlal Kapoor Marg","Dhaka Village","28.710267, 77.210421"
1167,"DTIDC-319","North","DDN-287-P","Hudson lane NDPL office","Thekedaar Surjeet Singh Marg","GTB Nagar","28.696426, 77.204147"
1168,"DTIDC-319","North","DDN-288-P","Hudson lane NDPL office","Thekedaar Surjeet Singh Marg","Kamla Nagar","28.696386, 77.204346"
1169,"DTIDC-319","North","DDN-289-P","Metro Stn. GTB Nagar, Towards Vijay Nagar","Thekedaar Surjeet Singh Marg","Kamla Nagar","28.698416, 77.206030"
1170,"DTIDC-319","North","DDN-290-P","P S Sabji Mandi","Lala Jagan Nath Marg","GTB Nagar","28.669067, 77.207948"
1171,"DTIDC-319","North","DDN-291-P","P S Sabji Mandi","Lala Jagan Nath Marg","Kamla Nagar","28.669231, 77.207647"
1172,"DTIDC-319","North","DDN-292-P","Wazirabad Main Gate","Wazirabad Road","Wazirabad","28.711143, 77.227120"
1173,"DTIDC-319","North","DDN-293-P","Nehru Vihar (T)","Nehru Vihar Road","Nehru Vihar","28.711554, 77.222410"
1174,"DTIDC-319","North","DDN-294-P","Nehru Vihar (T)","Nehru Vihar Road","Wazirabad Xing","28.711548, 77.222244"
1175,"DTIDC-319","North","DDN-295-P","MalkaGanj","Lala Jagan Nath Marg","Kamla Nagar","28.677631, 77.207762"
1176,"DTIDC-319","East","DDE-296-P","Trilok Puri 14 Block","Vasundar Road","Trilokpuri 27 Block","28.610801, 77.308450"
1177,"DTIDC-319","East","DDE-297-P","Trilok Puri 27 Block","Near 20th Block Road","Inside","28.607508, 77.304014"
1178,"DTIDC-319","East","DDE-298-P","Trilok Puri 27 Block","Near 20th Block Road","Inside","28.607407, 77.304355"
1179,"DTIDC-319","East","DDE-299-P","Mayur Vihar Ph-1","Trilok Puri Road","Trilokpuri 27 Block","28.604072, 77.291842"
1180,"DTIDC-319","East","DDE-300-P","Mayur Vihar Ph-1","Trilok Puri Road","Mayur Vihar","28.603942, 77.292140"
1181,"DTIDC-319","East","DDE-301-P","OCS","Sahakarita Marg","Mayur Vihar Phase-I","28.599604, 77.299349"
1182,"DTIDC-319","East","DDE-302-P","OCS","Sahakarita Marg","Chilla Village","28.599390, 77.299225"
1183,"DTIDC-319","East","DDE-303-P","Sangam Vihar Gali No 5 Near Sachdeva School-Wazirabad","Wazirabad Road","Wazirabad","28.723445, 77.227881"
1184,"DTIDC-319","East","DDE-304-P","Wazirabad Gali no 6, Pusta Pulia","Wazirabad Road","Wazirabad","28.728355, 77.219853"
1185,"DTIDC-319","East","DDE-305-P","Jheel (Terminal)","Jheel Marg","Inside","28.658324, 77.272261"
1186,"DTIDC-319","East","DDE-306-P","Jheel (Terminal)","Jheel Marg","Inside","28.658564, 77.272289"
1187,"DTIDC-319","East","DDE-307-P","Jheel (Terminal)","Satanam Road","Inside","28.659011, 77.273004"
1188,"DTIDC-319","East","DDE-308-P","Jheel (Terminal)","Satanam Road","Inside","28.659080, 77.272746"
1189,"DTIDC-319","East","DDE-309-P","Geeta Colony","Jheel Marg","Jheel Terminal","28.654579, 77.274938"
1190,"DTIDC-319","East","DDE-310-P","Geeta Colony (6-block) Ram lila ground","Raja Ram Kohli Marg","Khureji","28.654737, 77.275060"
1191,"DTIDC-319","East","DDE-311-P","Geeta Colony(5 block)","Raja Ram Kohli Marg","Lalita Park","28.653330, 77.271744"
1192,"DTIDC-319","East","DDE-312-P","St. Lawrence School","Raja Ram Kohli Marg","Lalita Park","28.652663, 77.269940"
1193,"DTIDC-319","East","DDE-313-P","Baldev Park","Mandir marg","Gagan Vihar","28.648130, 77.279119"
1194,"DTIDC-319","East","DDE-314-P","Khureji","Patparganj Road","Jheel Terminal","28.646772, 77.279080"
1195,"DTIDC-319","East","DDE-315-P","Rashid Market","Patparganj Road","Jheel Terminal","28.649370, 77.278880"
1196,"DTIDC-319","East","DDE-316-P","Pandit Park (near Police Station)","Patparganj Road","Jheel Terminal","28.654648, 77.276721"
1197,"DTIDC-319","East","DDE-317-P","Geeta Colony","Jheel Marg","Jheel Terminal","28.655137, 77.276115"
1198,"DTIDC-319","East","DDE-318-P","Jheel Dispensary","Jheel Marg","Jheel Terminal","28.655195, 77.269117"
1199,"DTIDC-319","East","DDE-319-P","Maharishi Balmiki College","Jheel Marg","Jheel Terminal","28.655681, 77.266092"